type,product_internal_id,product_sku,product_name,product_price,product_compare_to_price,product_is_inventory_tracked,product_quantity,product_quantity_out_of_stock_behaviour,product_low_stock_notification_quantity,product_quantity_minimum_allowed_for_purchase,product_quantity_maximum_allowed_for_purchase,product_is_available,product_media_main_image_url,product_media_main_image_alt,product_media_gallery_image_url_1,product_media_gallery_image_alt_1,product_media_gallery_image_url_2,product_media_gallery_image_alt_2,product_media_gallery_image_url_3,product_media_gallery_image_alt_3,product_media_gallery_image_url_4,product_media_gallery_image_alt_4,product_media_gallery_image_url_5,product_media_gallery_image_alt_5,product_media_gallery_image_url_6,product_media_gallery_image_alt_6,product_media_gallery_image_url_7,product_media_gallery_image_alt_7,product_media_gallery_image_url_8,product_media_gallery_image_alt_8,product_media_gallery_image_url_9,product_media_gallery_image_alt_9,product_media_gallery_image_url_10,product_media_gallery_image_alt_10,product_media_gallery_image_url_11,product_media_gallery_image_alt_11,product_media_gallery_image_url_12,product_media_gallery_image_alt_12,product_description,product_category_1,product_category_2,product_category_3,product_category_4,product_category_5,product_category_6,product_category_7,product_is_featured,product_is_featured_order_by,product_price_per_unit,product_units_in_product,product_brand,product_upc,product_ribbon_text,product_ribbon_color,product_subtitle,product_weight,product_is_shipping_required,product_length,product_width,product_height,product_shipping_preparation_time_for_shipping_in_days,product_shipping_preparation_time_for_pickup_in_minutes,product_shipping_preparation_time_for_local_delivery_in_minutes,product_shipping_preparation_time_for_preorders_in_days,product_shipping_show_delivery_date_on_the_product_page,product_shipping_type,product_shipping_fixed_rate,product_shipping_method_markup,product_shipping_white_list,product_shipping_black_list,product_tax_class_code,product_seo_title,product_seo_description,product_related_item_ids,product_related_item_skus,product_related_items_random,product_related_items_random_category,product_related_items_random_number_of_items,product_custom_price_enabled,product_is_review_collection_enabled,product_google_product_category_code,product_option_name,product_option_type,product_option_is_required,product_option_value,product_option_markup,product_option_is_default_option_selection,product_option_swatch_hex_value,product_option_swatch_image,product_option_swatch_selector_is_image,category_internal_id,category_path,category_is_available,category_description,category_seo_title,category_seo_description,category_image,category_image_alt,category_order_by,source_store_id,url,custom_url_slug
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bacon, Egg, Cheese Sandwich Options",RADIOBUTTONS,true,Sandwich + Cinnamon Roll,4.00,false,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Glazed Donut,2.50,,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Cinnamon Roll,4.00,,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Water Bottle,2.00,,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Orange Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Apple Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda - Coca Cola,3.00,,,,,,,,,,,,,,108569855,,
product_option,809729594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda Sprite,3.00,,,,,,,,,,,,,,108569855,,
product,809740859,,Breakfast Sandwich - Cubano,14.00,,false,0,,1,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809740859/5527267911.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809740859/5527271955.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>Toasted Baguette, pernil, mustard, swiss cheese, pickles</p>",Grocery Delivery | Shop Culebra / Breakfast Package,Water Taxi & Private Excursions,"Food Delivery - Culebra, PR",,,,,true,40,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,a4833fcf-ff01-4c6f-ab4a-b7e54554b27f-1768866807672,,default,Breakfast Sandwich - Cubano,"Toasted Baguette, pernil, mustard, swiss cheese, pickles",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/breakfast-sandwich-cubano,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubano Sandwich Options,RADIOBUTTONS,true,Sandwich Only,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubano Sandwich Options,RADIOBUTTONS,true,Sandwich + Donut,2.50,false,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubano Sandwich Options,RADIOBUTTONS,true,Sandwich + Cinnamon Roll,4.00,false,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Glazed Donut,2.50,,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Cinnamon Roll,4.00,,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Water Bottle,2.00,,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Orange Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Apple Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda - Coca Cola,3.00,,,,,,,,,,,,,,108569855,,
product_option,809740859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda - Sprite,3.00,,,,,,,,,,,,,,108569855,,
product,809740849,,"Breakfast Sandwich - Ham, Egg, Cheese",12.00,,false,0,,1,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809740849/5527271889.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809740849/5527335910.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>Toasted Baguette with ham, egg, and cheddar cheese</p>",Grocery Delivery | Shop Culebra / Breakfast Package,Water Taxi & Private Excursions,"Food Delivery - Culebra, PR",,,,,true,39,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,a4833fcf-ff01-4c6f-ab4a-b7e54554b27f-1768866807672,,default,"Breakfast Sandwich - Ham, Egg, Cheese","Toasted Baguette with ham, egg, and cheddar cheese",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/breakfast-sandwich-ham-egg-cheese,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage Options,CHECKBOXES,false,Orange Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage Options,CHECKBOXES,false,Bottled Water,2.00,,,,,,,,,,,,,,108569855,,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage Options,CHECKBOXES,false,Apple Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage Options,CHECKBOXES,false,Soda - Coca Cola,2.50,,,,,,,,,,,,,,108569855,,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage Options,CHECKBOXES,false,Soda - Sprite,2.50,,,,,,,,,,,,,,108569855,,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Glazed Donuts,2.50,,,,,,,,,,,,,,108569855,,
product_option,809740849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Cinnamon Roll,4.00,,,,,,,,,,,,,,108569855,,
product,762165420,,Breakfast Sausage,10.00,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5003445446.png,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Grocery Delivery | Shop Culebra / Breakfast Package,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Breakfast Sausage,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/breakfast-sausage,
product_option,762165420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavor,RADIOBUTTONS,true,Original,0.00,false,,,,,,,,,,,,,108569855,,
product_option,762165420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavor,RADIOBUTTONS,true,Vermont Maple,0.00,false,,,,,,,,,,,,,108569855,,
product_option,762165420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavor,RADIOBUTTONS,true,Brown Sugar & Hickory,0.00,false,,,,,,,,,,,,,108569855,,
product,809769839,,Breakfast Wraps,11.00,,false,0,,1,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809769839/5527497278.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809769839/5527411412.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>Options Include:</p><p>- Scrambled Eggs, Veggies & Cheese Wrap</p><p>- Scrambled Eggs, Ham & Cheese Wrap</p><p>- Scrambled Eggs, Bacon & Cheese Wrap</p>",Grocery Delivery | Shop Culebra / Breakfast Package,Water Taxi & Private Excursions,"Food Delivery - Culebra, PR",,,,,true,44,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,a4833fcf-ff01-4c6f-ab4a-b7e54554b27f-1768866807672,,default,Breakfast Wraps,"Options Include: - Scrambled Eggs, Veggies & Cheese Wrap - Scrambled Eggs, Ham & Cheese Wrap - Scrambled Eggs, Bacon & Cheese Wrap",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/breakfast-wraps,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veggie, Bacon, Sausage Options",RADIOBUTTONS,true,Ham,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veggie, Bacon, Sausage Options",RADIOBUTTONS,true,Bacon,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veggie, Bacon, Sausage Options",RADIOBUTTONS,true,Veggie,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Glazed Donut,2.50,,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Cinnamon Roll,4.00,,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Bottled Water,2.00,,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Orange Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Apple Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda - Coca Cola,3.00,,,,,,,,,,,,,,108569855,,
product_option,809769839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda Sprite,3.00,,,,,,,,,,,,,,108569855,,
product,811015470,,Broccoli Beef - Golden China,16.00,,false,0,,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/811015470/5537769909.png,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Marinated pepper beef, steamed and sauteed broccoli, all married together to make one incredible dish. Served with fried rice, french fries.</p><p><br></p><p>All Chicken, Beef, Pork, and Seafood Platters Include Fried rice or Steamed Rice and French Fries.</p>","Food Delivery - Culebra, PR","Order Food for Delivery - Culebra, PR",Food Delivery Options,,,,,false,,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Broccoli Beef - Golden China,"Marinated pepper beef, steamed and sauteed broccoli, all married together to make one incredible dish. Served with fried rice, french fries. All Chicken, Beef, Pork, and Seafood Platters Include Fried rice or Steamed Rice and French Fries.",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/broccoli-beef-golden-china,
product,716417475,,Butter - 1 Stick,2.50,,false,0,SHOW,1,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4694585067.png,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Breakfast Package,Grocery Delivery | Shop Culebra,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Butter - 1 Stick,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/butter-1-stick,
product,762165482,,Buttermilk Pancake Mix - 6 oz pack,4.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5003653005.png,,,,,,,,,,,,,,,,,,,,,,,,,,<p>Just add water</p>,Grocery Delivery | Shop Culebra / Breakfast Package,Grocery Delivery | Shop Culebra,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Buttermilk Pancake Mix - 6 oz pack,Just add water,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/buttermilk-pancake-mix-6-oz-pack,
product,811019924,,Carne Frita Con Tostones - Golden China,17.00,,false,0,,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/811019924/5537819520.png,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Fried pork bites served with fried plantains (tostones) and rice. </p><p><br></p><p>All Chicken, Beef, Pork, and Seafood Platters Include Fried rice or Steamed Rice and French Fries.</p>","Food Delivery - Culebra, PR","Order Food for Delivery - Culebra, PR",Food Delivery Options,,,,,false,,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Carne Frita Con Tostones - Golden China,"Fried pork bites served with fried plantains (tostones) and rice. All Chicken, Beef, Pork, and Seafood Platters Include Fried rice or Steamed Rice and French Fries.",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/carne-frita-con-tostones-golden-china,
product,727022525,,Cereals,6.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4773757245.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Breakfast Package,Grocery Delivery | Shop Culebra,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Cereals,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/cereals,
product_option,727022525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cereals,RADIOBUTTONS,true,Corn Flakes,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727022525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cereals,RADIOBUTTONS,true,Cheerios,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727022525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cereals,RADIOBUTTONS,true,Honey Nut Cheerios,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727022525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cereals,RADIOBUTTONS,true,Frosted Flakes,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727022525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cereals,RADIOBUTTONS,true,Rice Krispies,0.00,false,,,,,,,,,,,,,108569855,,
product,762165470,,Charcoal - BBQ Grill Carbon,9.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5003608327.png,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Charcoal - BBQ Grill Carbon,,"762974620,762381933",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/charcoal-bbq-grill-carbon,
product,762974620,,Charcoal Lighter Fluid,6.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010039069.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,,,,,,true,8,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Charcoal Lighter Fluid,,"762381933,696958194,762165470,763624278,763623546,763623526",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/charcoal-lighter-fluid,
product,696958191,,Cheeses,4.99,,false,0,SHOW,1,,5,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4694584814.png,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Grocery Delivery | Shop Culebra / Breakfast Package,Cabana Grocery Preparation,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Cheeses,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/cheeses,
product_option,696958191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheese Variety,RADIOBUTTONS,true,Cheddar Cheese- Shredded,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheese Variety,RADIOBUTTONS,true,Mexican Blend - Shredded,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheese Variety,RADIOBUTTONS,true,Cheddar Cheese - Slices,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheese Variety,RADIOBUTTONS,true,Swish Cheese - Slices,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheese Variety,RADIOBUTTONS,true,Cream Cheese,1.00,false,,,,,,,,,,,,,108569855,,
product_option,696958191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheese Variety,RADIOBUTTONS,true,Queso Blanco,2.00,false,,,,,,,,,,,,,108569855,,
product,696958194,,"Chips, Popcorn, Pretzels",6.99,,false,0,SHOW,1,,10,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4694608424.png,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Cabana Grocery Preparation,,,true,14,,,,,,#FE9800,Lays Potato Chips,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,"Chips, Popcorn, Pretzels",,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/chips-popcorn-pretzels,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,BBQ Potato Chips,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Sea Salt Chips,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Potato Sticks,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Doritos Nacho Cheese,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Popcorn White Cheddar,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Tortilla Chips - Scoops,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Veggie Chips - Original,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,RADIOBUTTONS,true,Pretzels,0.00,false,,,,,,,,,,,,,108569855,,
